Zeit (ns),Daten (Hex)
2855,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000299409e40138c0
2865,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002065fe51207760
2875,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001811f4eaa2c0c0
2885,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000059fc520d48e8a0
2895,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005c4a0bdbb38340
2905,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000568c1fc8984fc0
2915,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014013cba9bcc40
2925,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d21e8a700c980
2935,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001eb70bd0a077e0
2945,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200d527e7c81e0
2955,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018ac5b5662bbc0
2965,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000039e9b3a2d8ff80
2975,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012363a149d6d40
2985,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002f097db7123820
2995,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216ce0abb87a80
3005,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032dba44dc6a3e0
3015,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a566f60c07ec0
3025,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000578d6ae87d1260
3035,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ef9f54c1e3c00
3045,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000182566c1f0dec0
3055,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015f14a4a69f3c0
3065,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000177978127303a0
3075,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026817f368aed20
3085,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003219041fd03ea0
3095,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129b29c8e3f720
3105,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006076f36271d0e0
3115,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001bb4dfdd237b60
3125,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000459817946c6720
3135,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c9e41eb424f00
3145,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024d9a3dcf31460
3155,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003b911868c79aa0
3165,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016524e26569820
3175,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018c57585eccba0
3185,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004322c33ed458c0
3195,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002109ee8b00d580
3205,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001318ffca41e880
3215,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ea68aef95d740
3225,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058a93510716320
3235,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019837ab432a2a0
3245,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286aab0bbc1940
3255,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016d18a0a129360
3265,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019e3835ef52060
3275,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001570273f6c55c0
3285,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169de648a10da0
3295,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c649116391840
3305,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004894dc435a4a40
3315,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127a6219de5820
3325,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011faa4c9dc5080
3335,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017c0720daaab20
3345,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028903757f95140
3355,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265e79c2bfa8e0
3365,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031baf7889cbfa0
3375,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019346d435ee860
3385,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013a3d40fac0680
3395,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003a4e0488655080
3405,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001fa918f18c2800
3415,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000183964ace6c780
3425,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000294e72c14f3200
3435,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d1f9475ede220
3445,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192876442d4d20
3455,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001cf17b0cba53c0
3465,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010fb63962327a0
3475,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019ab5f31827d00
3485,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013c388489cd2c0
3495,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170c66061b4060
3505,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012f962a500c940
3515,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180f172fc08060
3525,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ca71a9b95f140
3535,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419702e357ae40
